"STATION","NAME","DATE","PRCP","SNOW","TMAX","TMIN"
"USC00106152","MOSCOW U OF I, ID US","2021-11-26","0.05","0.0","52","34"
"USC00106152","MOSCOW U OF I, ID US","2021-11-27","0.00","0.0","47","35"
"USC00106152","MOSCOW U OF I, ID US","2021-11-28","0.12","0.0","55","40"
"USC00106152","MOSCOW U OF I, ID US","2021-11-29","0.46","0.0","53","40"
"USC00106152","MOSCOW U OF I, ID US","2021-11-30","0.05","0.0","47","35"
"USC00106152","MOSCOW U OF I, ID US","2021-12-01","0.00","0.0","61","40"
"USC00106152","MOSCOW U OF I, ID US","2021-12-02","0.00","0.0","54","40"
"USC00106152","MOSCOW U OF I, ID US","2021-12-03","0.00","0.0","45","27"
"USC00106152","MOSCOW U OF I, ID US","2021-12-04","0.20","0.0","40","32"
"USC00106152","MOSCOW U OF I, ID US","2021-12-05","0.20","0.0","38","27"
"USC00106152","MOSCOW U OF I, ID US","2021-12-06","0.17","1.6","32","20"
"USC00106152","MOSCOW U OF I, ID US","2021-12-07","0.10","0.0","36","28"
"USC00106152","MOSCOW U OF I, ID US","2021-12-08","0.38","0.0","42","29"
"USC00106152","MOSCOW U OF I, ID US","2021-12-09","0.04","0.0","34","23"
"USC00106152","MOSCOW U OF I, ID US","2021-12-10","0.03","1.0","34","11"
"USC00106152","MOSCOW U OF I, ID US","2021-12-11","0.05","0.0","38","25"
"USC00106152","MOSCOW U OF I, ID US","2021-12-12","0.63","2.5","40","30"
"USC00106152","MOSCOW U OF I, ID US","2021-12-13","0.02","0.0","37","26"
"USC00106152","MOSCOW U OF I, ID US","2021-12-14","0.35","2.0","39","26"
"USC00106152","MOSCOW U OF I, ID US","2021-12-15","0.00","0.0","32","12"
"USC00106152","MOSCOW U OF I, ID US","2021-12-16","0.06","2.0","37","20"
"USC00106152","MOSCOW U OF I, ID US","2021-12-17","0.01","0.2","30","6"
"USC00106152","MOSCOW U OF I, ID US","2021-12-18","0.04","0.8","35","16"
"USC00106152","MOSCOW U OF I, ID US","2021-12-19","0.41","1.6","39","30"
"USC00106152","MOSCOW U OF I, ID US","2021-12-20","0.19","2.0","36","24"
"USC00106152","MOSCOW U OF I, ID US","2021-12-21","0.17","0.5","33","25"
"USC00106152","MOSCOW U OF I, ID US","2021-12-22","0.00","0.0","40","26"
"USC00106152","MOSCOW U OF I, ID US","2021-12-23","0.11","0.2","41","28"
"USC00106152","MOSCOW U OF I, ID US","2021-12-24","0.00","0.0","35","26"
"USC00106152","MOSCOW U OF I, ID US","2021-12-25","0.00","0.0","35","20"
"USC00106152","MOSCOW U OF I, ID US","2021-12-26","0.08","2.2","27","20"
"USC00106152","MOSCOW U OF I, ID US","2021-12-27","0.11","2.5","20","8"
"USC00106152","MOSCOW U OF I, ID US","2021-12-28","0.08","2.0","20","8"
"USC00106152","MOSCOW U OF I, ID US","2021-12-29","0.02","1.0","14","-5"
"USC00106152","MOSCOW U OF I, ID US","2021-12-30","0.33","5.0","22","5"
"USC00106152","MOSCOW U OF I, ID US","2021-12-31","0.10","2.0","20","4"
"USC00106152","MOSCOW U OF I, ID US","2022-01-01","0.00","0.0","14","-14"
"USC00106152","MOSCOW U OF I, ID US","2022-01-02","0.00","0.0","27","10"
"USC00106152","MOSCOW U OF I, ID US","2022-01-03","0.10","1.5","37","18"
"USC00106152","MOSCOW U OF I, ID US","2022-01-04","0.06","2.2","33","13"
"USC00106152","MOSCOW U OF I, ID US","2022-01-05","0.21","3.1","31","23"
"USC00106152","MOSCOW U OF I, ID US","2022-01-06","0.97","7.8","33","22"
"USC00106152","MOSCOW U OF I, ID US","2022-01-07","0.52","0.0","42","27"
"USC00106152","MOSCOW U OF I, ID US","2022-01-08","0.00","0.0","35","20"
"USC00106152","MOSCOW U OF I, ID US","2022-01-09","0.00","0.0","34","18"
"USC00106152","MOSCOW U OF I, ID US","2022-01-10","0.00","0.0","34","18"
"USC00106152","MOSCOW U OF I, ID US","2022-01-11","0.00","0.0","37","22"
"USC00106152","MOSCOW U OF I, ID US","2022-01-12","0.10","0.0","41","32"
"USC00106152","MOSCOW U OF I, ID US","2022-01-13","0.00","0.0","45","30"
"USC00106152","MOSCOW U OF I, ID US","2022-01-14","0.00","0.0","44","28"
"USC00106152","MOSCOW U OF I, ID US","2022-01-15","0.00","0.0","40","27"
"USC00106152","MOSCOW U OF I, ID US","2022-01-16","0.00","0.0","38","25"
"USC00106152","MOSCOW U OF I, ID US","2022-01-17","0.00","0.0","39","27"
"USC00106152","MOSCOW U OF I, ID US","2022-01-18","0.02","0.0","39","27"
"USC00106152","MOSCOW U OF I, ID US","2022-01-19","0.02","0.0","44","32"
"USC00106152","MOSCOW U OF I, ID US","2022-01-20","0.88","0.0","46","32"
"USC00106152","MOSCOW U OF I, ID US","2022-01-21","0.00","0.0","44","26"
"USC00106152","MOSCOW U OF I, ID US","2022-01-22","0.00","0.0","40","25"
"USC00106152","MOSCOW U OF I, ID US","2022-01-23","0.00","0.0","39","24"
"USC00106152","MOSCOW U OF I, ID US","2022-01-24","0.00","0.0","35","22"
"USC00106152","MOSCOW U OF I, ID US","2022-01-25","0.00","0.0","35","25"
"USC00106152","MOSCOW U OF I, ID US","2022-01-26","0.00","0.0","32","20"
"USC00106152","MOSCOW U OF I, ID US","2022-01-27","0.00","0.0","34","22"
"USC00106152","MOSCOW U OF I, ID US","2022-01-28","0.00","0.0","35","18"
"USC00106152","MOSCOW U OF I, ID US","2022-01-29","0.00","0.0","36","15"
"USC00106152","MOSCOW U OF I, ID US","2022-01-30","0.00","0.0","37","22"
"USC00106152","MOSCOW U OF I, ID US","2022-01-31","0.02","0.2","37","28"
"USC00106152","MOSCOW U OF I, ID US","2022-02-01","0.23","1.0","34","11"
"USC00106152","MOSCOW U OF I, ID US","2022-02-02","0.00","0.0","25","-1"
"USC00106152","MOSCOW U OF I, ID US","2022-02-03","0.10","2.0","30","17"
"USC00106152","MOSCOW U OF I, ID US","2022-02-04","0.00","0.0","36","25"
"USC00106152","MOSCOW U OF I, ID US","2022-02-05","0.00","0.0","44","30"
"USC00106152","MOSCOW U OF I, ID US","2022-02-06","0.00","0.0","43","24"
"USC00106152","MOSCOW U OF I, ID US","2022-02-07","0.00","0.0","52","31"
"USC00106152","MOSCOW U OF I, ID US","2022-02-08","0.00","0.0","45","25"
"USC00106152","MOSCOW U OF I, ID US","2022-02-09","0.00","0.0","55","31"
"USC00106152","MOSCOW U OF I, ID US","2022-02-10","0.00","0.0","56","33"
"USC00106152","MOSCOW U OF I, ID US","2022-02-11","0.00","0.0","50","23"
"USC00106152","MOSCOW U OF I, ID US","2022-02-12","0.00","0.0","50","20"
"USC00106152","MOSCOW U OF I, ID US","2022-02-13","0.00","0.0","45","26"
"USC00106152","MOSCOW U OF I, ID US","2022-02-14","0.13","0.0","42","34"
"USC00106152","MOSCOW U OF I, ID US","2022-02-15","0.06","0.0","40","31"
"USC00106152","MOSCOW U OF I, ID US","2022-02-16","0.03","0.0","43","30"
"USC00106152","MOSCOW U OF I, ID US","2022-02-17","0.00","0.0","47","23"
"USC00106152","MOSCOW U OF I, ID US","2022-02-18","0.00","0.0","50","27"
"USC00106152","MOSCOW U OF I, ID US","2022-02-19","0.00","0.0","51","33"
"USC00106152","MOSCOW U OF I, ID US","2022-02-20","0.26","0.7","42","31"
"USC00106152","MOSCOW U OF I, ID US","2022-02-21","0.01","0.0","37","27"
"USC00106152","MOSCOW U OF I, ID US","2022-02-22","0.00","0.0","29","9"
"USC00106152","MOSCOW U OF I, ID US","2022-02-23","0.00","0.0","19","3"
"USC00106152","MOSCOW U OF I, ID US","2022-02-24","0.01","0.3","25","11"
"USC00106152","MOSCOW U OF I, ID US","2022-02-25","0.00","0.0","30","8"
"USC00106152","MOSCOW U OF I, ID US","2022-02-26","0.00","0.0","37","16"
"USC00106152","MOSCOW U OF I, ID US","2022-02-27","0.08","1.0","38","25"
"USC00106152","MOSCOW U OF I, ID US","2022-02-28","0.65","0.0","45","32"
"USC00106152","MOSCOW U OF I, ID US","2022-03-01","0.42","0.0","51","39"
"USC00106152","MOSCOW U OF I, ID US","2022-03-02","0.59","0.0","50","39"
"USC00106152","MOSCOW U OF I, ID US","2022-03-03","0.59","0.0","46","38"
"USC00106152","MOSCOW U OF I, ID US","2022-03-04","0.02","0.0","42","25"
"USC00106152","MOSCOW U OF I, ID US","2022-03-05","0.00","0.0","45","25"
"USC00106152","MOSCOW U OF I, ID US","2022-03-06","0.00","0.0","45","24"
"USC00106152","MOSCOW U OF I, ID US","2022-03-07","0.00","0.0","50","25"
"USC00106152","MOSCOW U OF I, ID US","2022-03-08","0.00","0.0","45","31"
"USC00106152","MOSCOW U OF I, ID US","2022-03-09","0.00","0.0","36","20"
"USC00106152","MOSCOW U OF I, ID US","2022-03-10","0.00","0.0","36","13"
"USC00106152","MOSCOW U OF I, ID US","2022-03-11","0.00","0.0","40","26"
"USC00106152","MOSCOW U OF I, ID US","2022-03-12","0.00","0.0","57","33"
"USC00106152","MOSCOW U OF I, ID US","2022-03-13","0.28","0.3","55","31"
"USC00106152","MOSCOW U OF I, ID US","2022-03-14","0.01","0.0","50","41"
"USC00106152","MOSCOW U OF I, ID US","2022-03-15","0.38","0.0","52","41"
"USC00106152","MOSCOW U OF I, ID US","2022-03-16","0.01","0.0","60","34"
"USC00106152","MOSCOW U OF I, ID US","2022-03-17","0.00","0.0","56","28"
"USC00106152","MOSCOW U OF I, ID US","2022-03-18","0.05","0.0","53","36"
"USC00106152","MOSCOW U OF I, ID US","2022-03-19","0.12","0.0","52","36"
"USC00106152","MOSCOW U OF I, ID US","2022-03-20","0.10","0.0","45","29"
"USC00106152","MOSCOW U OF I, ID US","2022-03-21","0.03","0.0","42","28"
"USC00106152","MOSCOW U OF I, ID US","2022-03-22","0.02","0.0","55","37"
"USC00106152","MOSCOW U OF I, ID US","2022-03-23","0.00","0.0","65","39"
"USC00106152","MOSCOW U OF I, ID US","2022-03-24","0.00","0.0","58","33"
"USC00106152","MOSCOW U OF I, ID US","2022-03-25","0.00","0.0","58","37"
"USC00106152","MOSCOW U OF I, ID US","2022-03-26","0.00","0.0","63","35"
"USC00106152","MOSCOW U OF I, ID US","2022-03-27","0.00","0.0","67","42"
"USC00106152","MOSCOW U OF I, ID US","2022-03-28","0.03","0.0","62","38"
"USC00106152","MOSCOW U OF I, ID US","2022-03-29","0.00","0.0","58","36"
"USC00106152","MOSCOW U OF I, ID US","2022-03-30","0.00","0.0","56","33"
"USC00106152","MOSCOW U OF I, ID US","2022-03-31","0.00","0.0","47","26"
"USC00106152","MOSCOW U OF I, ID US","2022-04-01","0.00","0.0","55","24"
"USC00106152","MOSCOW U OF I, ID US","2022-04-02","0.21","0.0","53","33"
"USC00106152","MOSCOW U OF I, ID US","2022-04-03","0.00","0.0","56","30"
"USC00106152","MOSCOW U OF I, ID US","2022-04-04","0.89","0.0","49","37"
"USC00106152","MOSCOW U OF I, ID US","2022-04-05","0.02","0.0","47","27"
"USC00106152","MOSCOW U OF I, ID US","2022-04-06","0.00","0.0","53","24"
"USC00106152","MOSCOW U OF I, ID US","2022-04-07","0.00","0.0","68","33"
"USC00106152","MOSCOW U OF I, ID US","2022-04-08","0.00","0.0","66","42"
"USC00106152","MOSCOW U OF I, ID US","2022-04-09","0.00","0.0","50","30"
"USC00106152","MOSCOW U OF I, ID US","2022-04-10","0.25","3.0","45","24"
"USC00106152","MOSCOW U OF I, ID US","2022-04-11","0.17","1.0","36","23"
"USC00106152","MOSCOW U OF I, ID US","2022-04-12","0.10","0.5","38","26"
"USC00106152","MOSCOW U OF I, ID US","2022-04-13","0.00","0.0","45","25"
"USC00106152","MOSCOW U OF I, ID US","2022-04-14","0.28","2.0","41","23"
"USC00106152","MOSCOW U OF I, ID US","2022-04-15","0.00","0.0","42","25"
"USC00106152","MOSCOW U OF I, ID US","2022-04-16","0.13","1.0","38","27"
"USC00106152","MOSCOW U OF I, ID US","2022-04-17","0.05","0.5","47","23"
"USC00106152","MOSCOW U OF I, ID US","2022-04-18","0.00","0.0","55","33"
"USC00106152","MOSCOW U OF I, ID US","2022-04-19","0.17","0.0","53","30"
"USC00106152","MOSCOW U OF I, ID US","2022-04-20","0.17","0.0","54","31"
"USC00106152","MOSCOW U OF I, ID US","2022-04-21","0.01","0.0","53","39"
"USC00106152","MOSCOW U OF I, ID US","2022-04-22","0.00","0.0","56","29"
"USC00106152","MOSCOW U OF I, ID US","2022-04-23","0.00","0.0","58","29"
"USC00106152","MOSCOW U OF I, ID US","2022-04-24","0.00","0.0","63","32"
"USC00106152","MOSCOW U OF I, ID US","2022-04-25","0.00","0.0","67","41"
"USC00106152","MOSCOW U OF I, ID US","2022-04-26","0.62","0.0","61","38"
"USC00106152","MOSCOW U OF I, ID US","2022-04-27","0.00","0.0","52","30"
"USC00106152","MOSCOW U OF I, ID US","2022-04-28","0.00","0.0","55","31"
"USC00106152","MOSCOW U OF I, ID US","2022-04-29","0.02","0.0","55","35"
"USC00106152","MOSCOW U OF I, ID US","2022-04-30","0.08","0.0","52","37"
"USC00106152","MOSCOW U OF I, ID US","2022-05-01","0.00","0.0","57","41"
"USC00106152","MOSCOW U OF I, ID US","2022-05-02","0.00","0.0","60","36"
"USC00106152","MOSCOW U OF I, ID US","2022-05-03","0.00","0.0","57","40"
"USC00106152","MOSCOW U OF I, ID US","2022-05-04","0.00","0.0","70","38"
"USC00106152","MOSCOW U OF I, ID US","2022-05-05","0.42","0.0","65","50"
"USC00106152","MOSCOW U OF I, ID US","2022-05-06","0.69","0.0","56","44"
"USC00106152","MOSCOW U OF I, ID US","2022-05-07","0.30","0.0","53","40"
"USC00106152","MOSCOW U OF I, ID US","2022-05-08","0.02","0.0","48","29"
"USC00106152","MOSCOW U OF I, ID US","2022-05-09","0.00","0.0","51","25"
"USC00106152","MOSCOW U OF I, ID US","2022-05-10","0.00","0.0","55","25"
"USC00106152","MOSCOW U OF I, ID US","2022-05-11","0.00","0.0","58","31"
"USC00106152","MOSCOW U OF I, ID US","2022-05-12","0.00","0.0","61","28"
"USC00106152","MOSCOW U OF I, ID US","2022-05-13","0.52","0.0","55","32"
"USC00106152","MOSCOW U OF I, ID US","2022-05-14","0.24","0.0","56","39"
"USC00106152","MOSCOW U OF I, ID US","2022-05-15","0.00","0.0","70","43"
"USC00106152","MOSCOW U OF I, ID US","2022-05-16","0.37","0.0","69","49"
"USC00106152","MOSCOW U OF I, ID US","2022-05-17","0.00","0.0","62","35"
"USC00106152","MOSCOW U OF I, ID US","2022-05-18","0.09","0.0","57","39"
"USC00106152","MOSCOW U OF I, ID US","2022-05-19","0.00","0.0","53","36"
"USC00106152","MOSCOW U OF I, ID US","2022-05-20","0.00","0.0","58","30"
"USC00106152","MOSCOW U OF I, ID US","2022-05-21","0.02","0.0","60","32"
"USC00106152","MOSCOW U OF I, ID US","2022-05-22","0.00","0.0","65","31"
"USC00106152","MOSCOW U OF I, ID US","2022-05-23","0.00","0.0","65","35"
"USC00106152","MOSCOW U OF I, ID US","2022-05-24","0.00","0.0","69","34"
"USC00106152","MOSCOW U OF I, ID US","2022-05-25","0.02","0.0","67","50"
"USC00106152","MOSCOW U OF I, ID US","2022-05-26","0.00","0.0","76","48"
"USC00106152","MOSCOW U OF I, ID US","2022-05-27","0.44","0.0","72","48"
"USC00106152","MOSCOW U OF I, ID US","2022-05-28","0.11","0.0","58","45"
"USC00106152","MOSCOW U OF I, ID US","2022-05-29","0.04","0.0","54","45"
"USC00106152","MOSCOW U OF I, ID US","2022-05-30","0.10","0.0","48","38"
"USC00106152","MOSCOW U OF I, ID US","2022-05-31","0.00","0.0","68","39"
"USC00106152","MOSCOW U OF I, ID US","2022-06-01","0.00","0.0","73","46"
"USC00106152","MOSCOW U OF I, ID US","2022-06-02","0.00","0.0","78","52"
"USC00106152","MOSCOW U OF I, ID US","2022-06-03","0.16","0.0","75","51"
"USC00106152","MOSCOW U OF I, ID US","2022-06-04","0.97","0.0","65","47"
"USC00106152","MOSCOW U OF I, ID US","2022-06-05","0.16","0.0","70","49"
"USC00106152","MOSCOW U OF I, ID US","2022-06-06","0.03","0.0","65","46"
"USC00106152","MOSCOW U OF I, ID US","2022-06-07","0.00","0.0","71","38"
"USC00106152","MOSCOW U OF I, ID US","2022-06-08","0.00","0.0","73","55"
"USC00106152","MOSCOW U OF I, ID US","2022-06-09","0.00","0.0","76","46"
"USC00106152","MOSCOW U OF I, ID US","2022-06-10","0.17","0.0","73","58"
"USC00106152","MOSCOW U OF I, ID US","2022-06-11","1.22","0.0","69","53"
"USC00106152","MOSCOW U OF I, ID US","2022-06-12","0.28","0.0","62","46"
"USC00106152","MOSCOW U OF I, ID US","2022-06-13","1.19","0.0","55","39"
"USC00106152","MOSCOW U OF I, ID US","2022-06-14","0.14","0.0","55","40"
"USC00106152","MOSCOW U OF I, ID US","2022-06-15","0.00","0.0","70","38"
"USC00106152","MOSCOW U OF I, ID US","2022-06-16","0.00","0.0","71","53"
"USC00106152","MOSCOW U OF I, ID US","2022-06-17","0.00","0.0","68","50"
"USC00106152","MOSCOW U OF I, ID US","2022-06-18","0.28","0.0","64","46"
"USC00106152","MOSCOW U OF I, ID US","2022-06-19","0.09","0.0","61","41"
"USC00106152","MOSCOW U OF I, ID US","2022-06-20","0.12","0.0","66","43"
"USC00106152","MOSCOW U OF I, ID US","2022-06-21","0.00","0.0","75","48"
"USC00106152","MOSCOW U OF I, ID US","2022-06-22","0.00","0.0","78","48"
"USC00106152","MOSCOW U OF I, ID US","2022-06-23","0.00","0.0","76","50"
"USC00106152","MOSCOW U OF I, ID US","2022-06-24","0.00","0.0","70","37"
"USC00106152","MOSCOW U OF I, ID US","2022-06-25","0.00","0.0","79","42"
"USC00106152","MOSCOW U OF I, ID US","2022-06-26","0.00","0.0","85","47"
"USC00106152","MOSCOW U OF I, ID US","2022-06-27","0.00","0.0","91","50"
"USC00106152","MOSCOW U OF I, ID US","2022-06-28","0.00","0.0","89","54"
"USC00106152","MOSCOW U OF I, ID US","2022-06-29","0.00","0.0","72","43"
"USC00106152","MOSCOW U OF I, ID US","2022-06-30","0.00","0.0","81","48"
"USC00106152","MOSCOW U OF I, ID US","2022-07-01","0.00","0.0","82","45"
"USC00106152","MOSCOW U OF I, ID US","2022-07-02","0.00","0.0","84","46"
"USC00106152","MOSCOW U OF I, ID US","2022-07-03","0.54","0.0","75","45"
"USC00106152","MOSCOW U OF I, ID US","2022-07-04","0.06","0.0","68","51"
"USC00106152","MOSCOW U OF I, ID US","2022-07-05","0.00","0.0","82","45"
"USC00106152","MOSCOW U OF I, ID US","2022-07-06","0.00","0.0","78","53"
"USC00106152","MOSCOW U OF I, ID US","2022-07-07","0.03","0.0","77","53"
"USC00106152","MOSCOW U OF I, ID US","2022-07-08","0.00","0.0","79","50"
"USC00106152","MOSCOW U OF I, ID US","2022-07-09","0.00","0.0","79","50"
"USC00106152","MOSCOW U OF I, ID US","2022-07-10","0.00","0.0","77","52"
"USC00106152","MOSCOW U OF I, ID US","2022-07-11","0.00","0.0","83","47"
"USC00106152","MOSCOW U OF I, ID US","2022-07-12","0.00","0.0","90","50"
"USC00106152","MOSCOW U OF I, ID US","2022-07-13","0.02","0.0","87","60"
"USC00106152","MOSCOW U OF I, ID US","2022-07-14","0.00","0.0","85","45"
"USC00106152","MOSCOW U OF I, ID US","2022-07-15","0.00","0.0","85","48"
"USC00106152","MOSCOW U OF I, ID US","2022-07-16","0.00","0.0","83","46"
"USC00106152","MOSCOW U OF I, ID US","2022-07-17","0.00","0.0","81","48"
"USC00106152","MOSCOW U OF I, ID US","2022-07-18","0.03","0.0","77","49"
"USC00106152","MOSCOW U OF I, ID US","2022-07-19","0.00","0.0","85","49"
"USC00106152","MOSCOW U OF I, ID US","2022-07-20","0.00","0.0","89","48"
"USC00106152","MOSCOW U OF I, ID US","2022-07-21","0.00","0.0","90","48"
"USC00106152","MOSCOW U OF I, ID US","2022-07-22","0.00","0.0","87","45"
"USC00106152","MOSCOW U OF I, ID US","2022-07-23","0.00","0.0","85","43"
"USC00106152","MOSCOW U OF I, ID US","2022-07-24","0.00","0.0","87","52"
"USC00106152","MOSCOW U OF I, ID US","2022-07-25","0.00","0.0","92","50"
"USC00106152","MOSCOW U OF I, ID US","2022-07-26","0.00","0.0","95","55"
"USC00106152","MOSCOW U OF I, ID US","2022-07-27","0.00","0.0","95","57"
"USC00106152","MOSCOW U OF I, ID US","2022-07-28","0.00","0.0","97","56"
"USC00106152","MOSCOW U OF I, ID US","2022-07-29","0.00","0.0","99","57"
"USC00106152","MOSCOW U OF I, ID US","2022-07-30","0.00","0.0","98","56"
"USC00106152","MOSCOW U OF I, ID US","2022-07-31","0.00","0.0","98","55"
"USC00106152","MOSCOW U OF I, ID US","2022-08-01","0.00","0.0","95","56"
"USC00106152","MOSCOW U OF I, ID US","2022-08-02","0.00","0.0","88","54"
"USC00106152","MOSCOW U OF I, ID US","2022-08-03","0.00","0.0","93","44"
"USC00106152","MOSCOW U OF I, ID US","2022-08-04","0.00","0.0","89","49"
"USC00106152","MOSCOW U OF I, ID US","2022-08-05","0.00","0.0","81","38"
"USC00106152","MOSCOW U OF I, ID US","2022-08-06","0.00","0.0","83","38"
"USC00106152","MOSCOW U OF I, ID US","2022-08-07","0.00","0.0","88","43"
"USC00106152","MOSCOW U OF I, ID US","2022-08-08","0.00","0.0","95","48"
"USC00106152","MOSCOW U OF I, ID US","2022-08-09","0.00","0.0","97","55"
"USC00106152","MOSCOW U OF I, ID US","2022-08-10","0.00","0.0","95","65"
"USC00106152","MOSCOW U OF I, ID US","2022-08-11","0.04","0.0","82","54"
"USC00106152","MOSCOW U OF I, ID US","2022-08-12","0.07","0.0","88","54"
"USC00106152","MOSCOW U OF I, ID US","2022-08-13","0.00","0.0","86","51"
"USC00106152","MOSCOW U OF I, ID US","2022-08-14","0.00","0.0","87","42"
"USC00106152","MOSCOW U OF I, ID US","2022-08-15","0.00","0.0","91","43"
"USC00106152","MOSCOW U OF I, ID US","2022-08-16","0.00","0.0","95","46"
"USC00106152","MOSCOW U OF I, ID US","2022-08-17","0.00","0.0","99","50"
"USC00106152","MOSCOW U OF I, ID US","2022-08-18","0.00","0.0","100","51"
"USC00106152","MOSCOW U OF I, ID US","2022-08-19","0.00","0.0","97","56"
"USC00106152","MOSCOW U OF I, ID US","2022-08-20","0.00","0.0","92","62"
"USC00106152","MOSCOW U OF I, ID US","2022-08-21","0.00","0.0","95","55"
"USC00106152","MOSCOW U OF I, ID US","2022-08-22","0.04","0.0","91","50"
"USC00106152","MOSCOW U OF I, ID US","2022-08-23","0.00","0.0","90","50"
"USC00106152","MOSCOW U OF I, ID US","2022-08-24","0.00","0.0","89","51"
"USC00106152","MOSCOW U OF I, ID US","2022-08-25","0.00","0.0","88","52"
"USC00106152","MOSCOW U OF I, ID US","2022-08-26","0.00","0.0","88","51"
"USC00106152","MOSCOW U OF I, ID US","2022-08-27","0.00","0.0","85","57"
"USC00106152","MOSCOW U OF I, ID US","2022-08-28","0.00","0.0","77","39"
"USC00106152","MOSCOW U OF I, ID US","2022-08-29","0.00","0.0","88","43"
"USC00106152","MOSCOW U OF I, ID US","2022-08-30","0.00","0.0","97","49"
"USC00106152","MOSCOW U OF I, ID US","2022-08-31","0.00","0.0","103","57"
"USC00106152","MOSCOW U OF I, ID US","2022-09-01","0.00","0.0","95","50"
"USC00106152","MOSCOW U OF I, ID US","2022-09-02","0.00","0.0","97","54"
"USC00106152","MOSCOW U OF I, ID US","2022-09-03","0.01","0.0","93","64"
"USC00106152","MOSCOW U OF I, ID US","2022-09-04","0.00","0.0","86","41"
"USC00106152","MOSCOW U OF I, ID US","2022-09-05","0.00","0.0","83","46"
"USC00106152","MOSCOW U OF I, ID US","2022-09-06","0.00","0.0","92","42"
"USC00106152","MOSCOW U OF I, ID US","2022-09-07","0.00","0.0","90","49"
"USC00106152","MOSCOW U OF I, ID US","2022-09-08","0.00","0.0","83","38"
"USC00106152","MOSCOW U OF I, ID US","2022-09-09","0.00","0.0","78","35"
"USC00106152","MOSCOW U OF I, ID US","2022-09-10","0.00","0.0","81","47"
"USC00106152","MOSCOW U OF I, ID US","2022-09-11","0.00","0.0","81","51"
"USC00106152","MOSCOW U OF I, ID US","2022-09-12","0.00","0.0","79","46"
"USC00106152","MOSCOW U OF I, ID US","2022-09-13","0.00","0.0","78","47"
"USC00106152","MOSCOW U OF I, ID US","2022-09-14","0.03","0.0","73","44"
"USC00106152","MOSCOW U OF I, ID US","2022-09-15","0.00","0.0","76","40"
"USC00106152","MOSCOW U OF I, ID US","2022-09-16","0.00","0.0","71","41"
"USC00106152","MOSCOW U OF I, ID US","2022-09-17","0.00","0.0","76","32"
"USC00106152","MOSCOW U OF I, ID US","2022-09-18","0.00","0.0","72","42"
"USC00106152","MOSCOW U OF I, ID US","2022-09-19","0.00","0.0","77","40"
"USC00106152","MOSCOW U OF I, ID US","2022-09-20","0.00","0.0","79","36"
"USC00106152","MOSCOW U OF I, ID US","2022-09-21","0.00","0.0","80","49"
"USC00106152","MOSCOW U OF I, ID US","2022-09-22","0.66","0.0","65","46"
"USC00106152","MOSCOW U OF I, ID US","2022-09-23","0.00","0.0","69","41"
"USC00106152","MOSCOW U OF I, ID US","2022-09-24","0.00","0.0","77","46"
"USC00106152","MOSCOW U OF I, ID US","2022-09-25","0.00","0.0","82","44"
"USC00106152","MOSCOW U OF I, ID US","2022-09-26","0.00","0.0","85","48"
"USC00106152","MOSCOW U OF I, ID US","2022-09-27","0.00","0.0","90","55"
"USC00106152","MOSCOW U OF I, ID US","2022-09-28","0.00","0.0","86","46"
"USC00106152","MOSCOW U OF I, ID US","2022-09-29","1.22","0.0","72","49"
"USC00106152","MOSCOW U OF I, ID US","2022-09-30","0.43","0.0","67","50"
"USC00106152","MOSCOW U OF I, ID US","2022-10-01","0.00","0.0","74","43"
"USC00106152","MOSCOW U OF I, ID US","2022-10-02","0.00","0.0","75","46"
"USC00106152","MOSCOW U OF I, ID US","2022-10-03","0.00","0.0","77","45"
"USC00106152","MOSCOW U OF I, ID US","2022-10-04","0.00","0.0","80","48"
"USC00106152","MOSCOW U OF I, ID US","2022-10-05","0.00","0.0","81","47"
"USC00106152","MOSCOW U OF I, ID US","2022-10-06","0.00","0.0","80","46"
"USC00106152","MOSCOW U OF I, ID US","2022-10-07","0.00","0.0","79","46"
"USC00106152","MOSCOW U OF I, ID US","2022-10-08","0.00","0.0","75","43"
"USC00106152","MOSCOW U OF I, ID US","2022-10-09","0.00","0.0","76","42"
"USC00106152","MOSCOW U OF I, ID US","2022-10-10","0.00","0.0","76","41"
"USC00106152","MOSCOW U OF I, ID US","2022-10-11","0.00","0.0","72","38"
"USC00106152","MOSCOW U OF I, ID US","2022-10-12","0.00","0.0","74","39"
"USC00106152","MOSCOW U OF I, ID US","2022-10-13","0.00","0.0","75","40"
"USC00106152","MOSCOW U OF I, ID US","2022-10-14","0.00","0.0","74","39"
"USC00106152","MOSCOW U OF I, ID US","2022-10-15","0.00","0.0","77","40"
"USC00106152","MOSCOW U OF I, ID US","2022-10-16","0.00","0.0","76","42"
"USC00106152","MOSCOW U OF I, ID US","2022-10-17","0.00","0.0","77","44"
"USC00106152","MOSCOW U OF I, ID US","2022-10-18","0.00","0.0","77","39"
"USC00106152","MOSCOW U OF I, ID US","2022-10-19","0.00","0.0","73","36"
"USC00106152","MOSCOW U OF I, ID US","2022-10-20","0.00","0.0","68","39"
"USC00106152","MOSCOW U OF I, ID US","2022-10-21","0.13","0.0","56","38"
"USC00106152","MOSCOW U OF I, ID US","2022-10-22","0.59","0.0","46","34"
"USC00106152","MOSCOW U OF I, ID US","2022-10-23","0.00","0.0","44","32"
